partner_iso,partner_id,period,period_id,cmd_code,product,is_parts,treated,post,ddd_treat,trade_value_m_usd,trade_value_usd,net_mass_kg,log_trade_val,partner_cmd,period_cmd,partner_period
MYS,7,202301,1,851713,phone,0,0,0,0,0.2112,211185.0,235.185,-1.5549497271500305,MYS_phone,202301_phone,MYS_202301
IND,3,202301,1,851713,phone,0,0,0,0,296.0748,296074776.0,329721.676,5.690612125102813,IND_phone,202301_phone,IND_202301
MEX,6,202301,1,851713,phone,0,0,0,0,0.4235,423496.0,471.623,-0.859201764890028,MEX_phone,202301_phone,MEX_202301
KOR,5,202301,1,851713,phone,0,0,0,0,132.42,132419995.0,147468.634,4.8859786894967,KOR_phone,202301_phone,KOR_202301
TWN,10,202301,1,851713,phone,0,0,0,0,0.1053,105344.0,117.316,-2.2509418598422073,TWN_phone,202301_phone,TWN_202301
VNM,11,202301,1,851713,phone,0,1,0,0,865.0274,865027354.0,963331.874,6.762761182730774,VNM_phone,202301_phone,VNM_202301
CHN,1,202301,1,851713,phone,0,0,0,0,5105.9709,5105970889.0,5686230.016,8.538165898607751,CHN_phone,202301_phone,CHN_202301
DEU,2,202301,1,851713,phone,0,0,0,0,0.1654,165380.0,184.174,-1.7993884963925462,DEU_phone,202301_phone,DEU_202301
THA,9,202301,1,851713,phone,0,0,0,0,0.2106,210578.0,234.509,-1.557794679282262,THA_phone,202301_phone,THA_202301
JPN,4,202301,1,851713,phone,0,0,0,0,7.628,7627950.0,8494.815,2.0318256877381726,JPN_phone,202301_phone,JPN_202301
MYS,7,202302,2,851713,phone,0,0,0,0,0.8621,862142.0,960.119,-0.14838400576625776,MYS_phone,202302_phone,MYS_202302
MEX,6,202302,2,851713,phone,0,0,0,0,0.1918,191807.0,213.605,-1.6513021165327992,MEX_phone,202302_phone,MEX_202302
THA,9,202302,2,851713,phone,0,0,0,0,0.637,637040.0,709.435,-0.45098562340997367,THA_phone,202302_phone,THA_202302
VNM,11,202302,2,851713,phone,0,1,0,0,1055.0379,1055037882.0,1174935.816,6.961331969435525,VNM_phone,202302_phone,VNM_202302
DEU,2,202302,2,851713,phone,0,0,0,0,0.3188,318802.0,355.032,-1.1431913320660771,DEU_phone,202302_phone,DEU_202302
KOR,5,202302,2,851713,phone,0,0,0,0,74.5951,74595128.0,83072.361,4.312074821406338,KOR_phone,202302_phone,KOR_202302
TWN,10,202302,2,851713,phone,0,0,0,0,0.065,65003.0,72.39,-2.7333680090865,TWN_phone,202302_phone,TWN_202302
JPN,4,202302,2,851713,phone,0,0,0,0,0.7961,796103.0,886.575,-0.2280304728876045,JPN_phone,202302_phone,JPN_202302
IND,3,202302,2,851713,phone,0,0,0,0,148.1781,148178063.0,165017.5,4.998414928663087,IND_phone,202302_phone,IND_202302
CHN,1,202302,2,851713,phone,0,0,0,0,2540.8568,2540856797.0,2829608.021,7.8402566259666715,CHN_phone,202302_phone,CHN_202302
KOR,5,202303,3,851713,phone,0,0,0,0,75.8271,75827118.0,84444.358,4.328455748542273,KOR_phone,202303_phone,KOR_202303
IND,3,202303,3,851713,phone,0,0,0,0,633.9399,633939865.0,705982.852,6.451954154991219,IND_phone,202303_phone,IND_202303
TWN,10,202303,3,851713,phone,0,0,0,0,0.1013,101256.0,112.763,-2.2896688677274994,TWN_phone,202303_phone,TWN_202303
CHN,1,202303,3,851713,phone,0,0,0,0,2444.6137,2444613720.0,2722427.568,7.801642393516283,CHN_phone,202303_phone,CHN_202303
JPN,4,202303,3,851713,phone,0,0,0,0,6.2031,6203090.0,6908.029,1.825049167092697,JPN_phone,202303_phone,JPN_202303
DEU,2,202303,3,851713,phone,0,0,0,0,0.512,512048.0,570.239,-0.6694306539426292,DEU_phone,202303_phone,DEU_202303
THA,9,202303,3,851713,phone,0,0,0,0,0.1556,155601.0,173.284,-1.8604666672378458,THA_phone,202303_phone,THA_202303
VNM,11,202303,3,851713,phone,0,1,0,0,588.4266,588426554.0,655297.26,6.377452195047406,VNM_phone,202303_phone,VNM_202303
MYS,7,202303,3,851713,phone,0,0,0,0,1.2023,1202287.0,1338.919,0.1842363889987263,MYS_phone,202303_phone,MYS_202303
MEX,6,202303,3,851713,phone,0,0,0,0,0.7512,751171.0,836.537,-0.2860833510880839,MEX_phone,202303_phone,MEX_202303
IND,3,202304,4,851713,phone,0,0,0,0,290.2708,290270802.0,323258.119,5.670814280370411,IND_phone,202304_phone,IND_202304
VNM,11,202304,4,851713,phone,0,1,0,0,941.6308,941630807.0,1048640.792,6.847613265691471,VNM_phone,202304_phone,VNM_202304
MYS,7,202304,4,851713,phone,0,0,0,0,0.955,954965.0,1063.49,-0.046043938501406846,MYS_phone,202304_phone,MYS_202304
CHN,1,202304,4,851713,phone,0,0,0,0,2865.5261,2865526074.0,3191173.77,7.960507242308364,CHN_phone,202304_phone,CHN_202304
KOR,5,202304,4,851713,phone,0,0,0,0,132.6511,132651147.0,147726.054,4.887722373048424,KOR_phone,202304_phone,KOR_202304
THA,9,202304,4,851713,phone,0,0,0,0,0.0393,39343.0,43.814,-3.2365307601069215,THA_phone,202304_phone,THA_202304
JPN,4,202304,4,851713,phone,0,0,0,0,1.019,1019005.0,1134.808,0.018821754240587667,JPN_phone,202304_phone,JPN_202304
TWN,10,202304,4,851713,phone,0,0,0,0,0.0663,66271.0,73.802,-2.7135653817903203,TWN_phone,202304_phone,TWN_202304
MEX,6,202304,4,851713,phone,0,0,0,0,1.4055,1405463.0,1565.184,0.3403931113644495,MEX_phone,202304_phone,MEX_202304
DEU,2,202304,4,851713,phone,0,0,0,0,0.2345,234479.0,261.126,-1.450299691095803,DEU_phone,202304_phone,DEU_202304
THA,9,202305,5,851713,phone,0,0,0,0,0.0761,76100.0,84.748,-2.575707014114497,THA_phone,202305_phone,THA_202305
DEU,2,202305,5,851713,phone,0,0,0,0,0.2877,287670.0,320.362,-1.2458370084246349,DEU_phone,202305_phone,DEU_202305
MYS,7,202305,5,851713,phone,0,0,0,0,0.2257,225669.0,251.315,-1.488548595158647,MYS_phone,202305_phone,MYS_202305
KOR,5,202305,5,851713,phone,0,0,0,0,102.7842,102784223.0,114464.956,4.632631644710493,KOR_phone,202305_phone,KOR_202305
MEX,6,202305,5,851713,phone,0,0,0,0,0.026,25962.0,28.912,-3.649658740960655,MEX_phone,202305_phone,MEX_202305
TWN,10,202305,5,851713,phone,0,0,0,0,0.0892,89185.0,99.32,-2.4168742393961735,TWN_phone,202305_phone,TWN_202305
JPN,4,202305,5,851713,phone,0,0,0,0,8.8713,8871314.0,9879.479,2.1828213470254756,JPN_phone,202305_phone,JPN_202305
CHN,1,202305,5,851713,phone,0,0,0,0,2819.9069,2819906920.0,3140370.307,7.944459149202782,CHN_phone,202305_phone,CHN_202305
VNM,11,202305,5,851713,phone,0,1,0,0,552.972,552972011.0,615813.548,6.315307367329053,VNM_phone,202305_phone,VNM_202305
IND,3,202305,5,851713,phone,0,0,0,0,492.4806,492480563.0,548447.655,6.199455068973359,IND_phone,202305_phone,IND_202305
MEX,6,202306,6,851713,phone,0,0,0,0,0.019,18969.0,21.125,-3.9633162998156966,MEX_phone,202306_phone,MEX_202306
THA,9,202306,6,851713,phone,0,0,0,0,0.1838,183802.0,204.69,-1.6939070690605504,THA_phone,202306_phone,THA_202306
PHL,8,202306,6,851713,phone,0,0,0,0,0.0358,35839.0,39.912,-3.3298073855754824,PHL_phone,202306_phone,PHL_202306
TWN,10,202306,6,851713,phone,0,0,0,0,0.5137,513669.0,572.044,-0.6661158415089148,TWN_phone,202306_phone,TWN_202306
JPN,4,202306,6,851713,phone,0,0,0,0,9.5248,9524782.0,10607.209,2.2538989234169886,JPN_phone,202306_phone,JPN_202306
CHN,1,202306,6,851713,phone,0,0,0,0,2503.6706,2503670552.0,2788195.811,7.825513174045825,CHN_phone,202306_phone,CHN_202306
DEU,2,202306,6,851713,phone,0,0,0,0,0.3619,361864.0,402.987,-1.0163873484124404,DEU_phone,202306_phone,DEU_202306
IND,3,202306,6,851713,phone,0,0,0,0,532.6759,532675942.0,593210.967,6.277913171675585,IND_phone,202306_phone,IND_202306
VNM,11,202306,6,851713,phone,0,1,0,0,519.3719,519371897.0,578395.007,6.252620196879505,VNM_phone,202306_phone,VNM_202306
MYS,7,202306,6,851713,phone,0,0,0,0,0.0022,2234.0,2.488,-6.119297918617867,MYS_phone,202306_phone,MYS_202306
KOR,5,202306,6,851713,phone,0,0,0,0,65.2015,65201487.0,72611.196,4.1774824748029395,KOR_phone,202306_phone,KOR_202306
PHL,8,202307,7,851713,phone,0,0,0,0,0.0528,52762.0,52.309,-2.9412440882699213,PHL_phone,202307_phone,PHL_202307
MYS,7,202307,7,851713,phone,0,0,0,0,0.4842,484226.0,480.064,-0.7252572344781789,MYS_phone,202307_phone,MYS_202307
VNM,11,202307,7,851713,phone,0,1,0,0,885.512,885512048.0,877901.625,6.7861660087967905,VNM_phone,202307_phone,VNM_202307
THA,9,202307,7,851713,phone,0,0,0,0,3.045,3044952.0,3018.783,1.1135009011618604,THA_phone,202307_phone,THA_202307
IND,3,202307,7,851713,phone,0,0,0,0,372.4941,372494098.0,369292.744,5.920221198768003,IND_phone,202307_phone,IND_202307
KOR,5,202307,7,851713,phone,0,0,0,0,96.4273,96427308.0,95598.576,4.568789356545106,KOR_phone,202307_phone,KOR_202307
TWN,10,202307,7,851713,phone,0,0,0,0,0.0932,93182.0,92.381,-2.3730075572905913,TWN_phone,202307_phone,TWN_202307
MEX,6,202307,7,851713,phone,0,0,0,0,0.1537,153741.0,152.42,-1.8727526284375868,MEX_phone,202307_phone,MEX_202307
JPN,4,202307,7,851713,phone,0,0,0,0,2.6019,2601912.0,2579.55,0.9562419473763828,JPN_phone,202307_phone,JPN_202307
DEU,2,202307,7,851713,phone,0,0,0,0,0.1748,174822.0,173.32,-1.744112815760702,DEU_phone,202307_phone,DEU_202307
CHN,1,202307,7,851713,phone,0,0,0,0,2883.0072,2883007240.0,2858229.594,7.966589195033827,CHN_phone,202307_phone,CHN_202307
PHL,8,202308,8,851713,phone,0,0,0,0,0.046,46029.0,45.633,-3.079113882493042,PHL_phone,202308_phone,PHL_202308
MYS,7,202308,8,851713,phone,0,0,0,0,0.8125,812524.0,805.541,-0.2076393647782445,MYS_phone,202308_phone,MYS_202308
VNM,11,202308,8,851713,phone,0,1,0,0,818.0911,818091057.0,811060.075,6.706973699594813,VNM_phone,202308_phone,VNM_202308
IND,3,202308,8,851713,phone,0,0,0,0,226.2604,226260379.0,224315.812,5.421686548374421,IND_phone,202308_phone,IND_202308
KOR,5,202308,8,851713,phone,0,0,0,0,57.5584,57558428.0,57063.749,4.052800084551515,KOR_phone,202308_phone,KOR_202308
TWN,10,202308,8,851713,phone,0,0,0,0,0.0714,71434.0,70.82,-2.639457409636598,TWN_phone,202308_phone,TWN_202308
MEX,6,202308,8,851713,phone,0,0,0,0,0.0827,82716.0,82.005,-2.4925356769524916,MEX_phone,202308_phone,MEX_202308
JPN,4,202308,8,851713,phone,0,0,0,0,3.0569,3056873.0,3030.601,1.1174013305646915,JPN_phone,202308_phone,JPN_202308
DEU,2,202308,8,851713,phone,0,0,0,0,0.135,134951.0,133.791,-2.0024805005437076,DEU_phone,202308_phone,DEU_202308
CHN,1,202308,8,851713,phone,0,0,0,0,2217.561,2217560978.0,2198502.427,7.704163222260852,CHN_phone,202308_phone,CHN_202308
THA,9,202308,8,851713,phone,0,0,0,0,0.004,3953.0,3.919,-5.521460917862246,THA_phone,202308_phone,THA_202308
PHL,8,202309,9,851713,phone,0,0,0,0,0.0809,80931.0,80.235,-2.514541454917691,PHL_phone,202309_phone,PHL_202309
MYS,7,202309,9,851713,phone,0,0,0,0,0.9728,972798.0,964.437,-0.027576767770234493,MYS_phone,202309_phone,MYS_202309
THA,9,202309,9,851713,phone,0,0,0,0,0.622,621975.0,616.63,-0.4748151862429576,THA_phone,202309_phone,THA_202309
VNM,11,202309,9,851713,phone,0,1,0,0,633.6233,633623282.0,628177.686,6.451454613813969,VNM_phone,202309_phone,VNM_202309
IND,3,202309,9,851713,phone,0,0,0,0,613.1221,613122132.0,607852.73,6.4185641004409595,IND_phone,202309_phone,IND_202309
KOR,5,202309,9,851713,phone,0,0,0,0,179.8844,179884438.0,178338.444,5.1923144223549595,KOR_phone,202309_phone,KOR_202309
TWN,10,202309,9,851713,phone,0,0,0,0,0.0854,85384.0,84.65,-2.460409178187613,TWN_phone,202309_phone,TWN_202309
MEX,6,202309,9,851713,phone,0,0,0,0,0.0725,72496.0,71.873,-2.624168717121508,MEX_phone,202309_phone,MEX_202309
JPN,4,202309,9,851713,phone,0,0,0,0,4.5065,4506511.0,4467.78,1.5055207990143273,JPN_phone,202309_phone,JPN_202309
DEU,2,202309,9,851713,phone,0,0,0,0,0.3502,350151.0,347.142,-1.0492508591303855,DEU_phone,202309_phone,DEU_202309
CHN,1,202309,9,851713,phone,0,0,0,0,5927.0805,5927080461.0,5876140.907,8.687287043608883,CHN_phone,202309_phone,CHN_202309
PHL,8,202310,10,851713,phone,0,0,0,0,0.0844,84446.0,83.72,-2.4721878773802257,PHL_phone,202310_phone,PHL_202310
MYS,7,202310,10,851713,phone,0,0,0,0,1.1006,1100554.0,1091.095,0.0958554856435214,MYS_phone,202310_phone,MYS_202310
THA,9,202310,10,851713,phone,0,0,0,0,0.7397,739689.0,733.332,-0.301510580388315,THA_phone,202310_phone,THA_202310
VNM,11,202310,10,851713,phone,0,1,0,0,586.9427,586942673.0,581898.267,6.374927200071961,VNM_phone,202310_phone,VNM_202310
IND,3,202310,10,851713,phone,0,0,0,0,315.5962,315596223.0,312883.871,5.754463548341564,IND_phone,202310_phone,IND_202310
KOR,5,202310,10,851713,phone,0,0,0,0,124.3814,124381393.0,123312.413,4.823352651441308,KOR_phone,202310_phone,KOR_202310
TWN,10,202310,10,851713,phone,0,0,0,0,0.0491,49126.0,48.704,-3.0138962441816624,TWN_phone,202310_phone,TWN_202310
MEX,6,202310,10,851713,phone,0,0,0,0,0.0674,67374.0,66.795,-2.6971102610638757,MEX_phone,202310_phone,MEX_202310
JPN,4,202310,10,851713,phone,0,0,0,0,8.0896,8089644.0,8020.119,2.090579286090292,JPN_phone,202310_phone,JPN_202310
DEU,2,202310,10,851713,phone,0,0,0,0,0.0894,89407.0,88.639,-2.4146345968026686,DEU_phone,202310_phone,DEU_202310
CHN,1,202310,10,851713,phone,0,0,0,0,6459.6928,6459692780.0,6404175.755,8.773337041466345,CHN_phone,202310_phone,CHN_202310
PHL,8,202311,11,851713,phone,0,0,0,0,0.0553,55348.0,54.872,-2.8949823704538478,PHL_phone,202311_phone,PHL_202311
MYS,7,202311,11,851713,phone,0,0,0,0,0.7282,728237.0,721.978,-0.31717954324080405,MYS_phone,202311_phone,MYS_202311
THA,9,202311,11,851713,phone,0,0,0,0,0.1772,177150.0,175.628,-1.7304762408111565,THA_phone,202311_phone,THA_202311
VNM,11,202311,11,851713,phone,0,1,0,0,397.3752,397375152.0,393959.961,5.984880922533765,VNM_phone,202311_phone,VNM_202311
IND,3,202311,11,851713,phone,0,0,0,0,473.687,473686976.0,469615.932,6.160546766023465,IND_phone,202311_phone,IND_202311
KOR,5,202311,11,851713,phone,0,0,0,0,89.2092,89209180.0,88442.483,4.490984173280954,KOR_phone,202311_phone,KOR_202311
TWN,10,202311,11,851713,phone,0,0,0,0,0.0582,58212.0,57.712,-2.843869924244745,TWN_phone,202311_phone,TWN_202311
MEX,6,202311,11,851713,phone,0,0,0,0,0.1913,191282.0,189.638,-1.65391240253593,MEX_phone,202311_phone,MEX_202311
JPN,4,202311,11,851713,phone,0,0,0,0,6.1056,6105593.0,6053.119,1.8092063828317757,JPN_phone,202311_phone,JPN_202311
DEU,2,202311,11,851713,phone,0,0,0,0,0.0858,85765.0,85.028,-2.4557362724882204,DEU_phone,202311_phone,DEU_202311
CHN,1,202311,11,851713,phone,0,0,0,0,5203.7206,5203720592.0,5158997.864,8.557129148721426,CHN_phone,202311_phone,CHN_202311
PHL,8,202312,12,851713,phone,0,0,0,0,0.0672,67201.0,66.724,-2.700082031453033,PHL_phone,202312_phone,PHL_202312
MYS,7,202312,12,851713,phone,0,0,0,0,0.4938,493821.0,490.314,-0.7056247020710579,MYS_phone,202312_phone,MYS_202312
THA,9,202312,12,851713,phone,0,0,0,0,0.0442,44203.0,43.889,-3.1190304898984844,THA_phone,202312_phone,THA_202312
VNM,11,202312,12,851713,phone,0,1,0,0,139.9662,139966176.0,138972.238,4.941400964889306,VNM_phone,202312_phone,VNM_202312
IND,3,202312,12,851713,phone,0,0,0,0,617.6468,617646773.0,613260.696,6.425916773041692,IND_phone,202312_phone,IND_202312
TWN,10,202312,12,851713,phone,0,0,0,0,0.2511,251085.0,249.302,-1.3819040128185978,TWN_phone,202312_phone,TWN_202312
KOR,5,202312,12,851713,phone,0,0,0,0,9.4115,9411467.0,9344.634,2.2419323457820957,KOR_phone,202312_phone,KOR_202312
MEX,6,202312,12,851713,phone,0,0,0,0,0.0474,47415.0,47.078,-3.0491330502811063,MEX_phone,202312_phone,MEX_202312
JPN,4,202312,12,851713,phone,0,0,0,0,6.5284,6528380.0,6482.02,1.8761618902944037,JPN_phone,202312_phone,JPN_202312
DEU,2,202312,12,851713,phone,0,0,0,0,0.048,47957.0,47.616,-3.036554268074246,DEU_phone,202312_phone,DEU_202312
CHN,1,202312,12,851713,phone,0,0,0,0,4231.5499,4231549858.0,4201500.48,8.350323611549197,CHN_phone,202312_phone,CHN_202312
PHL,8,202401,13,851713,phone,0,0,0,0,0.0602,60192.0,59.765,-2.810082926667362,PHL_phone,202401_phone,PHL_202401
MYS,7,202401,13,851713,phone,0,0,0,0,1.0057,1005697.0,998.555,0.005683816468297709,MYS_phone,202401_phone,MYS_202401
THA,9,202401,13,851713,phone,0,0,0,0,0.3283,328253.0,325.922,-1.11382745447459,THA_phone,202401_phone,THA_202401
IND,3,202401,13,851713,phone,0,0,0,0,478.9675,478967474.0,475566.197,6.1716327454221735,IND_phone,202401_phone,IND_202401
VNM,11,202401,13,851713,phone,0,1,0,0,202.9871,202987132.0,201545.666,5.313142430224574,VNM_phone,202401_phone,VNM_202401
TWN,10,202401,13,851713,phone,0,0,0,0,0.0611,61119.0,60.685,-2.7952434128045875,TWN_phone,202401_phone,TWN_202401
KOR,5,202401,13,851713,phone,0,0,0,0,8.3703,8370347.0,8310.907,2.124689726152971,KOR_phone,202401_phone,KOR_202401
MEX,6,202401,13,851713,phone,0,0,0,0,0.0876,87629.0,87.007,-2.4349742810397914,MEX_phone,202401_phone,MEX_202401
JPN,4,202401,13,851713,phone,0,0,0,0,6.5333,6533346.0,6486.951,1.87691217551453,JPN_phone,202401_phone,JPN_202401
DEU,2,202401,13,851713,phone,0,0,0,0,0.1004,100450.0,99.737,-2.298593071724508,DEU_phone,202401_phone,DEU_202401
CHN,1,202401,13,851713,phone,0,0,0,0,3133.4504,3133450431.0,3111198.953,8.049890040594182,CHN_phone,202401_phone,CHN_202401
PHL,8,202402,14,851713,phone,0,0,0,0,0.4246,424626.0,421.611,-0.8566077297129814,PHL_phone,202402_phone,PHL_202402
MYS,7,202402,14,851713,phone,0,0,0,0,3.6241,3624118.0,3598.382,1.287605981619015,MYS_phone,202402_phone,MYS_202402
THA,9,202402,14,851713,phone,0,0,0,0,0.413,412971.0,410.038,-0.8843076860211043,THA_phone,202402_phone,THA_202402
VNM,11,202402,14,851713,phone,0,1,0,0,135.7393,135739294.0,134775.373,4.9107361343446785,VNM_phone,202402_phone,VNM_202402
IND,3,202402,14,851713,phone,0,0,0,0,713.0112,713011208.0,707947.923,6.569497128565817,IND_phone,202402_phone,IND_202402
KOR,5,202402,14,851713,phone,0,0,0,0,8.0755,8075527.0,8018.181,2.088834786696431,KOR_phone,202402_phone,KOR_202402
TWN,10,202402,14,851713,phone,0,0,0,0,0.0146,14568.0,14.465,-4.226733750267846,TWN_phone,202402_phone,TWN_202402
MEX,6,202402,14,851713,phone,0,0,0,0,0.3268,326821.0,324.5,-1.1184069159962893,MEX_phone,202402_phone,MEX_202402
JPN,4,202402,14,851713,phone,0,0,0,0,1.7773,1777328.0,1764.707,0.575095358783809,JPN_phone,202402_phone,JPN_202402
DEU,2,202402,14,851713,phone,0,0,0,0,0.1409,140916.0,139.915,-1.9597048600775024,DEU_phone,202402_phone,DEU_202402
CHN,1,202402,14,851713,phone,0,0,0,0,2537.553,2537553036.0,2519533.187,7.838955509831426,CHN_phone,202402_phone,CHN_202402
PHL,8,202403,15,851713,phone,0,0,0,0,0.6491,649139.0,644.529,-0.43216849094271415,PHL_phone,202403_phone,PHL_202403
MYS,7,202403,15,851713,phone,0,0,0,0,3.853,3853016.0,3825.655,1.3488520656440206,MYS_phone,202403_phone,MYS_202403
THA,9,202403,15,851713,phone,0,0,0,0,0.0454,45398.0,45.076,-3.092243173934835,THA_phone,202403_phone,THA_202403
VNM,11,202403,15,851713,phone,0,1,0,0,192.518,192518013.0,191150.891,5.260189655849886,VNM_phone,202403_phone,VNM_202403
IND,3,202403,15,851713,phone,0,0,0,0,752.5584,752558416.0,747214.295,6.62347860158511,IND_phone,202403_phone,IND_202403
TWN,10,202403,15,851713,phone,0,0,0,0,0.0211,21096.0,20.946,-3.858482238500116,TWN_phone,202403_phone,TWN_202403
KOR,5,202403,15,851713,phone,0,0,0,0,12.3917,12391738.0,12303.741,2.5170268936543163,KOR_phone,202403_phone,KOR_202403
MEX,6,202403,15,851713,phone,0,0,0,0,0.0193,19304.0,19.167,-3.947650183071297,MEX_phone,202403_phone,MEX_202403
JPN,4,202403,15,851713,phone,0,0,0,0,4.9235,4923466.0,4888.503,1.5940196597057197,JPN_phone,202403_phone,JPN_202403
DEU,2,202403,15,851713,phone,0,0,0,0,0.0912,91217.0,90.569,-2.3947003819018513,DEU_phone,202403_phone,DEU_202403
CHN,1,202403,15,851713,phone,0,0,0,0,2195.1092,2195109250.0,2179521.187,7.693987073702334,CHN_phone,202403_phone,CHN_202403
PHL,8,202404,16,851713,phone,0,0,0,0,0.0642,64233.0,63.777,-2.7457520682862215,PHL_phone,202404_phone,PHL_202404
MYS,7,202404,16,851713,phone,0,0,0,0,1.0721,1072060.0,1064.447,0.06961934188005706,MYS_phone,202404_phone,MYS_202404
THA,9,202404,16,851713,phone,0,0,0,0,0.4462,446230.0,443.061,-0.8069879969837049,THA_phone,202404_phone,THA_202404
VNM,11,202404,16,851713,phone,0,1,0,0,217.1693,217169300.0,215627.122,5.380677233686664,VNM_phone,202404_phone,VNM_202404
IND,3,202404,16,851713,phone,0,0,0,0,662.3432,662343206.0,657639.728,6.495783850602142,IND_phone,202404_phone,IND_202404
KOR,5,202404,16,851713,phone,0,0,0,0,12.0918,12091753.0,12005.886,2.4925275369193614,KOR_phone,202404_phone,KOR_202404
TWN,10,202404,16,851713,phone,0,0,0,0,0.0515,51491.0,51.125,-2.966173471312447,TWN_phone,202404_phone,TWN_202404
MEX,6,202404,16,851713,phone,0,0,0,0,0.2648,264842.0,262.961,-1.328780454919284,MEX_phone,202404_phone,MEX_202404
JPN,4,202404,16,851713,phone,0,0,0,0,6.5343,6534350.0,6487.948,1.877065225807155,JPN_phone,202404_phone,JPN_202404
DEU,2,202404,16,851713,phone,0,0,0,0,0.1238,123764.0,122.885,-2.0890879187316416,DEU_phone,202404_phone,DEU_202404
CHN,1,202404,16,851713,phone,0,0,0,0,2557.2901,2557290069.0,2539130.062,7.846703422121397,CHN_phone,202404_phone,CHN_202404
PHL,8,202405,17,851713,phone,0,0,0,0,0.4071,407115.0,404.224,-0.8986964234732039,PHL_phone,202405_phone,PHL_202405
MYS,7,202405,17,851713,phone,0,0,0,0,10.919,10919043.0,10841.504,2.390504391031929,MYS_phone,202405_phone,MYS_202405
THA,9,202405,17,851713,phone,0,0,0,0,0.4824,482385.0,478.959,-0.7289816335691613,THA_phone,202405_phone,THA_202405
VNM,11,202405,17,851713,phone,0,1,0,0,185.3265,185326524.0,184010.47,5.222119134399142,VNM_phone,202405_phone,VNM_202405
IND,3,202405,17,851713,phone,0,0,0,0,712.9795,712979474.0,707916.414,6.569452668247801,IND_phone,202405_phone,IND_202405
KOR,5,202405,17,851713,phone,0,0,0,0,10.5832,10583246.0,10508.092,2.3592678381660335,KOR_phone,202405_phone,KOR_202405
TWN,10,202405,17,851713,phone,0,0,0,0,0.0867,86692.0,86.076,-2.445301395195641,TWN_phone,202405_phone,TWN_202405
MEX,6,202405,17,851713,phone,0,0,0,0,0.0363,36345.0,36.087,-3.315937537711332,MEX_phone,202405_phone,MEX_202405
JPN,4,202405,17,851713,phone,0,0,0,0,5.1231,5123083.0,5086.703,1.633759724579166,JPN_phone,202405_phone,JPN_202405
DEU,2,202405,17,851713,phone,0,0,0,0,0.0544,54445.0,54.058,-2.91139112512024,DEU_phone,202405_phone,DEU_202405
CHN,1,202405,17,851713,phone,0,0,0,0,2978.3964,2978396397.0,2957246.0,7.999140313855118,CHN_phone,202405_phone,CHN_202405
PHL,8,202406,18,851713,phone,0,0,0,0,0.1178,117762.0,116.926,-2.138767007764651,PHL_phone,202406_phone,PHL_202406
MYS,7,202406,18,851713,phone,0,0,0,0,9.4547,9454666.0,9387.526,2.2465119723632516,MYS_phone,202406_phone,MYS_202406
THA,9,202406,18,851713,phone,0,0,0,0,0.4707,470660.0,467.318,-0.7535343305750405,THA_phone,202406_phone,THA_202406
VNM,11,202406,18,851713,phone,0,1,0,0,203.978,203977966.0,202529.463,5.318012144891473,VNM_phone,202406_phone,VNM_202406
IND,3,202406,18,851713,phone,0,0,0,0,627.5924,627592371.0,623135.668,6.441890911161591,IND_phone,202406_phone,IND_202406
KOR,5,202406,18,851713,phone,0,0,0,0,10.1053,10105298.0,10033.538,2.3130600386880285,KOR_phone,202406_phone,KOR_202406
TWN,10,202406,18,851713,phone,0,0,0,0,0.0836,83615.0,83.021,-2.481711758891481,TWN_phone,202406_phone,TWN_202406
MEX,6,202406,18,851713,phone,0,0,0,0,0.0331,33078.0,32.843,-3.40822199659912,MEX_phone,202406_phone,MEX_202406
JPN,4,202406,18,851713,phone,0,0,0,0,3.4321,3432060.0,3407.688,1.2331723187303638,JPN_phone,202406_phone,JPN_202406
DEU,2,202406,18,851713,phone,0,0,0,0,0.1373,137298.0,136.323,-1.9855869662082117,DEU_phone,202406_phone,DEU_202406
CHN,1,202406,18,851713,phone,0,0,0,0,2234.61,2234609967.0,2218741.398,7.711821995177063,CHN_phone,202406_phone,CHN_202406
PHL,8,202407,19,851713,phone,0,0,0,0,0.0609,60880.0,69.629,-2.7985221042662856,PHL_phone,202407_phone,PHL_202407
MYS,7,202407,19,851713,phone,0,0,0,0,7.0299,7029852.0,8040.115,1.9501724809703338,MYS_phone,202407_phone,MYS_202407
THA,9,202407,19,851713,phone,0,0,0,0,0.0385,38497.0,44.029,-3.2570970376883985,THA_phone,202407_phone,THA_202407
VNM,11,202407,19,851713,phone,0,1,0,0,170.2165,170216500.0,194678.374,5.137071156211291,VNM_phone,202407_phone,VNM_202407
IND,3,202407,19,851713,phone,0,0,0,0,503.6904,503690363.0,576075.884,6.221961793606312,IND_phone,202407_phone,IND_202407
KOR,5,202407,19,851713,phone,0,0,0,0,6.9308,6930834.0,7926.867,1.9359752466545546,KOR_phone,202407_phone,KOR_202407
TWN,10,202407,19,851713,phone,0,0,0,0,0.1015,101541.0,116.133,-2.287696480500295,TWN_phone,202407_phone,TWN_202407
MEX,6,202407,19,851713,phone,0,0,0,0,0.0328,32817.0,37.533,-3.417326763592039,MEX_phone,202407_phone,MEX_202407
JPN,4,202407,19,851713,phone,0,0,0,0,6.5535,6553471.0,7495.273,1.8799992580774632,JPN_phone,202407_phone,JPN_202407
